,gmaps_name,gmaps_address,gmaps_latitude,gmaps_longitude,composite_score,yelp_types,gmaps_types,type
138,Monterrey Mexican Restaurant,"5406 Buford Hwy NE, Doraville, GA 30340",33.8996671,-84.2789321,0.6942029436,"mexican, restaurants, seafood, desserts, food","restaurant, food",food
139,Rumi's Kitchen,"6112 Roswell Rd, Atlanta, GA 30328",33.9220428,-84.3796335,0.8114043364,"restaurants, nightlife, cocktail bars, middle eastern, persianiranian, bars","bar, restaurant, food",food
140,Cinnaholic,"1230 Caroline St NE Ste B110, Atlanta, GA 30307, United States",33.7586227,-84.3485381,0.8381359035,"food, desserts, vegan, restaurants, bakeries","bakery, food",food
141,The S.O.S. Tiki Bar,"340 Church St, Decatur, GA 30030",33.7742578,-84.2950433,0.7652229831,"tapas bars, hawaiian, bars, restaurants, tiki bars, nightlife, cocktail bars, caribbean","nightclub, bar",nightclub
142,Newk's Eatery,"305 Brookhaven Ave Suite A1100, Atlanta, GA 30319",33.8702483,-84.3355772,0.7509834731,"restaurants, american new, pizza, salad, cafes, sandwiches, american traditional","restaurant, food",food
143,TWO urban licks,"820 Ralph McGill Blvd NE, Atlanta, GA 30306",33.7684531,-84.3612569,0.8532168679,"bars, american new, nightlife, southern, restaurants","bar, restaurant, food",food
144,Village Coffee House,"420 Seminole Ave NE, Atlanta, GA 30307",33.7656529,-84.3493438,0.670170967,"coffee  tea, food, sandwiches, restaurants, ice cream  frozen yogurt","cafe, restaurant, food",food
145,Starbucks,"1275 Caroline St NE, Atlanta, GA 30307",33.7568076,-84.3462705,0.4381583202,"coffee  tea, desserts, restaurants, food, breakfast  brunch","cafe, food",food
146,Glide Pizza,"659 Auburn Ave NE #506, Atlanta, GA 30312",33.7568195,-84.3659856,0.8092259045,"restaurants, pizza","restaurant, food",food
147,Cafe Lucia,"205 12th St NE R-1, Atlanta, GA 30309",33.7841037,-84.3805742,0.6987946551,"sandwiches, cafes, breakfast  brunch, restaurants","bar, restaurant, cafe, food",food
148,bartaco,"299 North Highland Avenue Northeast, Atlanta, GA 30307",33.762519,-84.3586047,0.7746205283,"desserts, restaurants, mexican, bars, nightlife, ice cream  frozen yogurt, food","restaurant, food",food
149,Harlem Nights Ultra Lounge,"201 Courtland St NE, Atlanta, GA 30303",33.7598181,-84.3840599,0.4375851679,"lounges, nightlife, american traditional, cajuncreole, restaurants, bars, dance clubs","nightclub, bar",nightclub
150,Highland Tap,"1026 North Highland Avenue Northeast, Atlanta, GA 30306",33.7825413,-84.3546336,0.7260849653,"nightlife, restaurants, bars, steakhouses","bar, restaurant, food",food
151,Fellini's Pizza,"1991 Howell Mill Rd NW, Atlanta, GA 30318",33.8092882,-84.4126341,0.7888413134,"restaurants, pizza","restaurant, food",food
152,Dunwoody Tavern,"5488 Chamblee Dunwoody Rd, Dunwoody, GA 30338",33.9476607,-84.3376211,0.6750949404,"restaurants, pubs, nightlife, american traditional, british, bars","restaurant, bar, food",food
153,Sweet Cheats,"692 B Kirkwood Ave SE UNIT B1, Atlanta, GA 30316, United States",33.7504231,-84.3643872,0.7610330263,"food delivery services, restaurants, cafes, desserts, food","bakery, cafe, restaurant, food",food
154,Fleming’s Prime Steakhouse & Wine Bar,"4501 Olde Perimeter Way, Atlanta, GA 30346",33.9281295,-84.3431637,0.790177448,"seafood, wine bars, bars, restaurants, steakhouses, nightlife","bar, restaurant, food",food
155,Krog Street Market,"99 Krog St NE, Atlanta, GA 30307, United States",33.756877,-84.3641688,0.8152650777,"shopping centers, food, flowers  gifts, restaurants, specialty food, shopping",food,food
156,D92 Korean BBQ,"225 E Trinity Pl, Decatur, GA 30030",33.7719658,-84.293782,0.784013286,"korean, restaurants, barbeque, nightlife, bars","bar, restaurant, food",food
157,Fritti,"309 North Highland Avenue Northeast, Atlanta, GA 30307",33.7629393,-84.3577256,0.7887674105,"pizza, italian, food, beer, wine  spirits, restaurants","restaurant, food",food
158,Cupanion's Kitchen + Coffee,"4920 Roswell Rd Ste. 14, Atlanta, GA 30342",33.8892342,-84.3832424,0.8338153777,"american new, food, restaurants, breakfast  brunch, coffee  tea","cafe, restaurant, food",food
159,Therapy Lounge,"3145 Briarcliff Rd NE, Atlanta, GA 30329",33.8372914,-84.3097777,0.6780894991,"bars, hookah bars, american traditional, nightlife, restaurants, cafes, internet cafes, cocktail bars, coffee  tea, beer, wine  spirits, lounges, food","nightclub, cafe, bar, restaurant, food",nightclub
160,Starbucks,"2900 Peachtree St NE, Atlanta, GA 30305",33.8354116,-84.3827434,0.5870307726,"restaurants, cafes, coffee  tea, food","cafe, restaurant, food",food
161,ParkGrounds,"142 Flat Shoals Ave SE, Atlanta, GA 30316",33.7500688,-84.3546187,0.7704625111,"desserts, active life, coffee  tea, parks, restaurants, ice cream  frozen yogurt, food, dog parks, sandwiches, breakfast  brunch, pets","cafe, bar, restaurant, food",food
162,Chick-fil-A,"1942 Howell Mill Rd NW, Atlanta, GA 30318",33.8076542,-84.4130693,0.6967319718,"restaurants, event planning  services, fast food, caterers","restaurant, food",food
163,LEON's Full Service,"131 E Ponce de Leon Ave, Decatur, GA 30030",33.7755045,-84.2951389,0.800072203,"restaurants, nightlife, american traditional, cocktail bars, gastropubs, bars","bar, restaurant, food",food
164,McDonald's,"5774 Buford Hwy, Doraville, GA 30340",33.9090009,-84.267365,0.49227746,"burgers, fast food, american traditional, restaurants, pizza, food, coffee  tea","cafe, restaurant, food",food
165,Thos. O'Reilly's Public House,"227 Sandy Springs Pl NE Suite 416, Sandy Springs, GA 30328",33.9207282,-84.383299,0.8435486393,"diners, restaurants, steakhouses, nightlife, bars, irish pub","bar, restaurant, food",food
166,Mr. Hibachi,"31 Edgewood Ave NE, Atlanta, GA 30303",33.7543625,-84.388228,0.5909158297,"chinese, japanese, asian fusion, restaurants","restaurant, food",food
167,The Southern Gentleman,"3035 Peachtree Rd NE A208, Atlanta, GA 30305",33.8378561,-84.3805087,0.7691585526,"cocktail bars, gastropubs, nightlife, bars, southern, american new, restaurants","bar, restaurant, food",food
168,Poor Calvin's,"510 Piedmont Ave NE, Atlanta, GA 30308",33.7685497,-84.3822003,0.8761101479,"southern, nightlife, thai, food, american new, ethnic food, restaurants, beer, wine  spirits, asian fusion, bars, comfort food, specialty food, seafood","restaurant, food",food
169,The Palm - Atlanta,"3391 Peachtree Rd NE, Atlanta, GA 30326",33.848543,-84.365372,0.6867565218,"restaurants, steakhouses, seafood","restaurant, food",food
170,Mamak,"5150 Buford Hwy NE A-170, Doraville, GA 30340",33.8935141,-84.2848,0.7875330277,"food, malaysian, restaurants, street vendors, chinese","restaurant, food",food
171,a mano,"587 Ralph McGill Blvd NE, Atlanta, GA 30312",33.7638344,-84.3679659,0.8515598352,"breakfast  brunch, italian, wine bars, popup restaurants, sandwiches, nightlife, restaurants, bars, cocktail bars","bar, restaurant, food",food
172,J. Christopher's,"227 Sandy Springs Pl NE, Sandy Springs, GA 30328",33.9211524,-84.3816951,0.6750059789,"breakfast  brunch, restaurants","restaurant, food",food
173,Grindhouse Killer Burgers,"433 N McDonough St, Decatur, GA 30030",33.7725258,-84.2962615,0.7845943281,"burgers, sports bars, restaurants, nightlife, bars","bar, restaurant, food",food
174,The Family Dog,"1402 North Highland Avenue Northeast, Atlanta, GA 30306",33.7925986,-84.3524467,0.6383712496,"arts  entertainment, american traditional, performing arts, restaurants, gastropubs, bars, nightlife","bar, restaurant, food",food
175,Einstein Bros. Bagels,"800 Peachtree St NE, Atlanta, GA 30308",33.7767418,-84.3847445,0.5388987077,"restaurants, coffee  tea, cafes, bagels, food","cafe, restaurant, bakery, food",food
176,China Dragon,"798 Ponce De Leon Ave NE, Atlanta, GA 30306",33.7741519,-84.3611415,0.5600397327,"chinese, restaurants","restaurant, food",food
177,Bad Daddy's Burger Bar,"1575 Church St #240, Decatur, GA 30030",33.7937537,-84.2835501,0.7605592347,"restaurants, burgers, bars, salad, nightlife","bar, restaurant, food",food
178,Cigar City Club,"5006 Roswell Rd, Sandy Springs, GA 30342",33.891428,-84.3816141,0.7454760481,"tobacco shops, hookah bars, nightlife, bars, steakhouses, tapas bars, american traditional, restaurants, lounges, cocktail bars, shopping","nightclub, parking, bar, restaurant, food",nightclub
179,Kula Coffee Co,"3423 Piedmont Rd NE, Atlanta, GA 30305",33.8484613,-84.3735981,0.7739677243,"cafes, food, coffee  tea, restaurants, breakfast  brunch","cafe, food",food
180,Meehan's Public House Downtown,"200 Peachtree St, Atlanta, GA 30303",33.759204,-84.3877686,0.7162992252,"bars, irish, pubs, restaurants, irish pub, burgers, nightlife, sandwiches, breakfast  brunch","bar, restaurant, food",food
181,Red Light Cafe,"553-1 Amsterdam Ave NE, Atlanta, GA 30306, United States",33.7879895,-84.3688065,0.6365957882,"delis, music venues, restaurants, cafes, beer, wine  spirits, jazz  blues, nightlife, food, american traditional, arts  entertainment",bar,bar
182,Gunshow,"924 Garrett St, Atlanta, GA 30316",33.740686,-84.358047,0.8576448057,"tapassmall plates, restaurants, southern, american new, bars, nightlife","bar, restaurant, food",food
183,Parker's on Ponce,"116 E Ponce de Leon Ave, Decatur, GA 30030",33.7758,-84.295875,0.779235288,"event planning  services, venues  event spaces, steakhouses, seafood, restaurants, bars, piano bars, american new, nightlife","bar, restaurant, food",food
184,Emerald City Bagels,"1257A Glenwood Ave SE, Atlanta, GA 30316",33.739961,-84.346463,0.7481746828,"bagels, food, sandwiches, breakfast  brunch, coffee  tea, restaurants","bakery, restaurant, food",food
185,Starbucks,"1228 W Paces Ferry Rd NW, Atlanta, GA 30327",33.8491893,-84.4279979,0.6521222056,"food, coffee  tea, wine bars, tapas bars, bars, nightlife, restaurants","cafe, restaurant, food",food
186,Sear,"265 Peachtree Center Ave NE, Atlanta, GA 30303",33.76158,-84.3851,0.6035508499,"food, nightlife, steakhouses, american new, diners, breakfast  brunch, bars, seafood, restaurants, wine bars, beer, wine  spirits","restaurant, food",food
187,Sun in My Belly,"2161 College Ave NE, Atlanta, GA 30317",33.764022,-84.316504,0.7946324948,"restaurants, event planning  services, food, breakfast  brunch, desserts, american new, bagels, southern, caterers, bars, coffee  tea, nightlife, cafes, wine bars","restaurant, food",food
188,Catch 12,"400 W Peachtree St NW #12, Atlanta, GA 30308",33.7654632,-84.3877429,0.572158673,"bars, restaurants, nightlife, food, sushi bars, beer, wine  spirits, steakhouses","restaurant, food",food
189,Arnette's Chop Shop,"2700 Apple Valley Rd NE Suite 55, Brookhaven, GA 30319",33.8652758,-84.3358484,0.7689178855,"steakhouses, restaurants","restaurant, food",food
190,Char Korean Bar & Grill,"299 North Highland Avenue Northeast, Atlanta, GA 30307",33.7621675,-84.3591334,0.6883518359,"bars, nightlife, korean, restaurants, american traditional, asian fusion, barbeque","restaurant, food",food
191,Yokohama Sushi,"5412-B, Buford Hwy NE, Doraville, GA 30340",33.9000066,-84.2785143,0.8279848087,"sushi bars, restaurants, japanese","restaurant, food",food
192,Five Guys,"1253 Caroline St NE, Atlanta, GA 30310",33.7582208,-84.3472616,0.698381621,"fast food, restaurants, burgers, hot dogs, american new","mealtakeaway, restaurant, food",food
193,Siam Thai Restaurant,"123 Sycamore St, Decatur, GA 30030",33.774456,-84.2958758,0.6916561059,"thai, restaurants","restaurant, food",food
194,The Select,"6405 Blue Stone Rd Suite 200, Sandy Springs, GA 30328",33.925001,-84.3811918,0.8270168111,"restaurants, french, mediterranean, american new, bars, nightlife, cocktail bars","restaurant, food",food
195,Tropical Smoothie Cafe,"930 Spring St NW #001, Atlanta, GA 30309",33.77994,-84.389177,0.5629149221,"juice bars  smoothies, food, specialty food, sandwiches, cafes, fruits  veggies, restaurants","cafe, restaurant, food",food
196,Gaja Korean Bar,"491 Flat Shoals Ave SE A, Atlanta, GA 30316",33.7405484,-84.3463317,0.7602939579,"korean, restaurants, noodles, bars, nightlife","bar, restaurant, food",food
197,The Optimist,"914 Howell Mill Rd, Atlanta, GA 30318",33.7798135,-84.4104515,0.8251020341,"music venues, nightlife, restaurants, seafood, arts  entertainment, bars, cocktail bars","bar, restaurant, food",food
198,Tuza Taco,"1523 Howell Mill Rd NW, Atlanta, GA 30318",33.7967808,-84.4157264,0.8345002039,"mexican, tacos, restaurants","restaurant, food",food
199,Wingstop,"5065 Buford Hwy NE, Doraville, GA 30340",33.8898107,-84.2852095,0.5033918049,"food, restaurants, chicken wings","restaurant, food",food
200,The General Muir,"1540 Avenue Pl B-230, Atlanta, GA 30329",33.8011787,-84.3272123,0.8016155065,"restaurants, american traditional, breakfast  brunch, delis","restaurant, food",food
201,Dos Bocas,"275 Baker St NW, Atlanta, GA 30313",33.7619887,-84.3953027,0.6402767937,"cajuncreole, salad, restaurants, seafood, texmex, mexican","restaurant, food",food
202,Clay's Sports Cafe,"5975 Roswell Rd D- 245, Atlanta, GA 30328",33.9179936,-84.3770943,0.7711815887,"nightlife, chicken wings, dive bars, bars, restaurants, cafes, sports bars","cafe, restaurant, food",food
203,Gus’s World Famous Fried Chicken,"The Mall at, 231 Peachtree St Suite A-05, Atlanta, GA 30303",33.7599974,-84.3862075,0.779766417,"comfort food, chicken shop, soul food, southern, restaurants","restaurant, food",food
204,Sweet Georgia's Juke Joint,"200 Peachtree St L05, Atlanta, GA 30303",33.7586849,-84.3877364,0.7095864101,"nightlife, restaurants, music venues, venues  event spaces, arts  entertainment, event planning  services, southern","restaurant, food",food
205,Pizza Bella,"1799 Briarcliff Rd NE, Atlanta, GA 30306",33.8041758,-84.3371383,0.7425310856,"event planning  services, italian, sandwiches, salad, caterers, food delivery services, food, chicken wings, restaurants, pizza","restaurant, food",food
206,Willy's Mexicana Grill,"1230 Caroline St NE, Atlanta, GA 30307",33.7586259,-84.3486678,0.7753886117,"fast food, restaurants, mexican","restaurant, food",food
207,Sauce Buckhead,"25 Irby Ave NW, Atlanta, GA 30305",33.8413887,-84.3797908,0.6857585426,"italian, restaurants, pizza, nightlife, bars, cocktail bars","restaurant, nightclub, bar, food",nightclub
208,Marco's Pizza,"798 North Highland Avenue Northeast Suite B, Atlanta, GA 30306",33.776234,-84.3526089,0.4799610992,"food, food delivery services, restaurants, glutenfree, chicken wings, pizza, italian","mealdelivery, mealtakeaway, restaurant, food",food
209,Salata,"650 Ponce De Leon Ave NE #680A, Atlanta, GA 30308",33.773923,-84.3657935,0.692164768,"wraps, restaurants, soup, salad","mealtakeaway, restaurant, food",food
210,Ormsby's,"1170 Howell Mill Rd Ste P20, Atlanta, GA 30318",33.7859263,-84.4119319,0.734049735,"nightlife, whiskey bars, sandwiches, food, bars, restaurants, american traditional, sports bars, beer, wine  spirits, beer bar, pubs","bar, restaurant, food",food
211,Spicy Gaga Duck（鸭货联盟）,"5090 Buford Hwy NE #109, Doraville, GA 30340",33.891634,-84.2858611,0.7005304003,"restaurants, chinese, asian fusion","restaurant, food",food
212,Buford Highway Farmers Market,"5600 Buford Hwy NE, Doraville, GA 30340, United States",33.9056701,-84.2738342,0.8720896876,"specialty food, cafeteria, meat shops, food, fruits  veggies, restaurants, ethnic food, seafood markets, grocery, farmers market","groceryorsupermarket, supermarket, food",food
213,El Rey Del Taco,"5288 Buford Hwy, Doraville, GA 30340",33.8970322,-84.2818654,0.7971594187,"breakfast  brunch, mexican, latin american, restaurants","restaurant, food",food
214,Eleventh Street Pub,"1041 W Peachtree St NW, Atlanta, GA 30309",33.7831381,-84.3877093,0.7064690782,"beer, wine  spirits, restaurants, american traditional, food, bars, nightlife, pubs","bar, restaurant, food",food
215,El Potro Mexican Restaurant,"3396 Buford Hwy NE, Atlanta, GA 30329",33.84529,-84.326791,0.753507615,"mexican, restaurants","restaurant, food",food
216,Casi Cielo,"6125 Roswell Rd STE 200, Atlanta, GA 30328",33.9223516,-84.3789285,0.8431728567,"mexican, cocktail bars, bars, restaurants, nightlife, tapassmall plates","restaurant, food",food
217,Marcel,"1170 Howell Mill Rd, Atlanta, GA 30318",33.7857453,-84.4125409,0.8502349403,"steakhouses, restaurants","restaurant, food",food
218,Moe's Southwest Grill,"205 Town Blvd, Brookhaven, GA 30319",33.8695241,-84.3355697,0.5059559069,"restaurants, texmex, mexican","restaurant, food",food
219,Kaleidoscope Bistro & Pub,"1410 Dresden Dr #100, Atlanta, GA 30319",33.8608776,-84.3318685,0.710987466,"bars, american traditional, restaurants, asian fusion, gastropubs, pubs, nightlife","bar, restaurant, food",food
220,Chops & Lobster Bar,"70 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8398303,-84.3818438,0.8110755503,"steakhouses, seafood, restaurants","bar, restaurant, food",food
221,Southbound,"5394 Peachtree Rd, Chamblee, GA 30341",33.8922898,-84.301018,0.7886429178,"southern, bars, american new, nightlife, restaurants, breakfast  brunch","bar, restaurant, food",food
222,Whitehall Tavern,"2391 Peachtree Rd, Atlanta, GA 30305",33.8201679,-84.3876569,0.7180814216,"nightlife, burgers, restaurants, american traditional, american new, bars","bar, restaurant, food",food
